WinnerName,WinnerAge,winner_Height,winner_Weight,winner_Reach,winner_Stance,winner_DOB,WinningDate,title_bout
Krzysztof Soszynski,32.0,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",2010-02-20,False
Chris Lytle,35.0,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",2010-02-20,False
CB Dollaway,26.0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",2010-02-20,False
Randy Couture,46.0,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",2010-02-06,False
Chael Sonnen,32.0,"6' 1""",205 lbs.,"74""",Southpaw,"Apr 03, 1977",2010-02-06,False
Paulo Thiago,29.0,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 25, 1981",2010-02-06,False
Demian Maia,32.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2010-02-06,False
Matt Serra,35.0,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",2010-02-06,False
Mac Danzig,30.0,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",2010-02-06,False
Rob Emerson,28.0,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",2010-02-06,False
Chris Tuchscherer,34.0,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",2010-02-06,False
Gray Maynard,30.0,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",2010-01-11,False
Evan Dunham,28.0,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",2010-01-11,False
Aaron Simpson,35.0,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",2010-01-11,False
Amir Sadollah,29.0,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 27, 1980",2010-01-11,False
Chris Leben,29.0,"5' 11""",185 lbs.,"74""",Southpaw,"Jul 21, 1980",2010-01-11,False
Rick Story,25.0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",2010-01-11,False
Rafael Dos Anjos,25.0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",2010-01-11,False
Nick Catone,28.0,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981",2010-01-11,False
Rashad Evans,30.0,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2010-01-02,False
Paul Daley,26.0,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983",2010-01-02,False
Sam Stout,25.0,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",2010-01-02,False
Jim Miller,26.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2010-01-02,False
Martin Kampmann,27.0,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982",2010-01-02,False
Cole Miller,25.0,"6' 1""",145 lbs.,"74""",Orthodox,"Apr 26, 1984",2010-01-02,False
Mark Munoz,31.0,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978",2010-01-02,False
Jake Ellenberger,24.0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2010-01-02,False
BJ Penn,30.0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2009-12-12,True
Frank Mir,30.0,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2009-12-12,False
Jon Fitch,31.0,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978",2009-12-12,False
Kenny Florian,33.0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2009-12-12,False
Stefan Struve,21.0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",2009-12-12,False
Alan Belcher,25.0,"6' 2""",185 lbs.,"73""",Orthodox,"Apr 24, 1984",2009-12-12,False
Matt Wiman,26.0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",2009-12-12,False
DaMarques Johnson,27.0,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982",2009-12-12,False
TJ Grant,25.0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",2009-12-12,False
Matt Hamill,33.0,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",2009-12-05,False
Frankie Edgar,28.0,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981",2009-12-05,False
John Howard,26.0,"5' 7""",170 lbs.,"71""",Orthodox,"Mar 01, 1983",2009-12-05,False
Forrest Griffin,30.0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",2009-11-21,False
Josh Koscheck,31.0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",2009-11-21,False
Amir Sadollah,29.0,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 27, 1980",2009-11-21,False
Ben Saunders,26.0,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",2009-11-21,False
Kendall Grove,27.0,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2009-11-21,False
Brian Foster,25.0,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",2009-11-21,False
George Sotiropoulos,32.0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2009-11-21,False
Randy Couture,46.0,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",2009-11-14,False
Dan Hardy,27.0,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2009-11-14,False
Michael Bisping,30.0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",2009-11-14,False
Matt Brown,28.0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",2009-11-14,False
Ross Pearson,25.0,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",2009-11-14,False
John Hathaway,22.0,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",2009-11-14,False
Terry Etim,23.0,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2009-11-14,False
Nick Osipczak,24.0,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984",2009-11-14,False
Dennis Siver,30.0,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",2009-11-14,False
Andre Winner,28.0,"5' 11""",155 lbs.,"73""",Orthodox,"Nov 09, 1981",2009-11-14,False
Lyoto Machida,31.0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2009-10-24,True
Gleison Tibau,26.0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",2009-10-24,False
Joe Stevenson,27.0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2009-10-24,False
Anthony Johnson,25.0,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",2009-10-24,False
Ryan Bader,26.0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2009-10-24,False
Pat Barry,30.0,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2009-10-24,False
Chael Sonnen,32.0,"6' 1""",205 lbs.,"74""",Southpaw,"Apr 03, 1977",2009-10-24,False
Jorge Rivera,37.0,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972",2009-10-24,False
Kyle Kingsbury,27.0,"6' 4""",205 lbs.,"76""",Orthodox,"Mar 22, 1982",2009-10-24,False
Vitor Belfort,32.0,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",2009-09-19,False
Junior Dos Santos,25.0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",2009-09-19,False
Josh Koscheck,31.0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",2009-09-19,False
Tyson Griffin,25.0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",2009-09-19,False
Efrain Escudero,23.0,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 15, 1986",2009-09-19,False
Tomasz Drwal,27.0,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",2009-09-19,False
Eliot Marshall,29.0,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",2009-09-19,False
Rafael Dos Anjos,24.0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",2009-09-19,False
Nate Diaz,24.0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",2009-09-16,False
Gray Maynard,30.0,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",2009-09-16,False
Nate Quarry,37.0,"6' 0""",185 lbs.,"72""",Open Stance,"Mar 18, 1972",2009-09-16,False
Brian Stann,28.0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",2009-09-16,False
Mike Pyle,33.0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",2009-09-16,False
Jeremy Stephens,23.0,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986",2009-09-16,False
Minotauro Nogueira,33.0,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",2009-08-29,False
Thiago Silva,26.0,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",2009-08-29,False
Jake Rosholt,27.0,"6' 1""",185 lbs.,,Orthodox,"Feb 09, 1982",2009-08-29,False
Nate Marquardt,30.0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2009-08-29,False
Brandon Vera,31.0,"6' 3""",230 lbs.,"76""",Orthodox,"Oct 10, 1977",2009-08-29,False
Aaron Simpson,35.0,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",2009-08-29,False
Mark Munoz,31.0,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978",2009-08-29,False
Evan Dunham,27.0,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",2009-08-29,False
BJ Penn,30.0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2009-08-08,True
Anderson Silva,34.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2009-08-08,False
Aaron Riley,28.0,"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",2009-08-08,False
Ricardo Almeida,32.0,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",2009-08-08,False
Kurt Pellegrino,30.0,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",2009-08-08,False
John Howard,26.0,"5' 7""",170 lbs.,"71""",Orthodox,"Mar 01, 1983",2009-08-08,False
Alessio Sakara,27.0,"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",2009-08-08,False
Matthew Riddle,23.0,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986",2009-08-08,False
George Sotiropoulos,32.0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2009-08-08,False
Jon Fitch,31.0,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978",2009-07-11,False
Brock Lesnar,31.0,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2009-07-11,True
Georges St-Pierre,28.0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",2009-07-11,True
Dan Henderson,38.0,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2009-07-11,False
Mark Coleman,44.0,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964",2009-07-11,False
Jim Miller,25.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2009-07-11,False
Jon Jones,21.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2009-07-11,False
Dong Hyun Kim,27.0,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2009-07-11,False
Tom Lawlor,26.0,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2009-07-11,False
Shannon Gugerty,27.0,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981",2009-07-11,False
Diego Sanchez,27.0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2009-06-20,False
Chris Lytle,34.0,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",2009-06-20,False
Joe Stevenson,27.0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2009-06-20,False
Melvin Guillard,26.0,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983",2009-06-20,False
Tomasz Drwal,27.0,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",2009-06-20,False
Rich Franklin,34.0,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 05, 1974",2009-06-13,False
Cain Velasquez,26.0,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",2009-06-13,False
Mirko Cro Cop,34.0,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2009-06-13,False
Mike Swick,29.0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2009-06-13,False
Spencer Fisher,33.0,"5' 7""",155 lbs.,"70""",Southpaw,"May 09, 1976",2009-06-13,False
Dan Hardy,27.0,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2009-06-13,False
Terry Etim,23.0,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2009-06-13,False
Dennis Siver,30.0,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",2009-06-13,False
Paul Kelly,24.0,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",2009-06-13,False
Stefan Struve,21.0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",2009-06-13,False
Lyoto Machida,30.0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2009-05-23,True
Matt Hughes,35.0,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2009-05-23,False
Drew McFedries,30.0,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",2009-05-23,False
Chael Sonnen,32.0,"6' 1""",205 lbs.,"74""",Southpaw,"Apr 03, 1977",2009-05-23,False
Frankie Edgar,27.0,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981",2009-05-23,False
Kyle Bradley,26.0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",2009-05-23,False
Krzysztof Soszynski,31.0,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",2009-05-23,False
Yoshiyuki Yoshida,35.0,"5' 11""",170 lbs.,"70""",Southpaw,"May 10, 1974",2009-05-23,False
George Roop,27.0,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",2009-05-23,False
Anderson Silva,34.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2009-04-18,True
Sam Stout,24.0,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",2009-04-18,False
Mauricio Rua,27.0,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",2009-04-18,False
Cheick Kongo,33.0,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",2009-04-18,False
Luiz Cane,27.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",2009-04-18,False
Nate Quarry,37.0,"6' 0""",185 lbs.,"72""",Open Stance,"Mar 18, 1972",2009-04-18,False
Ed Herman,28.0,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",2009-04-18,False
Mark Bocek,27.0,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2009-04-18,False
Eliot Marshall,28.0,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",2009-04-18,False
Ryan Bader,25.0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2009-04-01,False
Tyson Griffin,24.0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",2009-04-01,False
Cole Miller,24.0,"6' 1""",145 lbs.,"74""",Orthodox,"Apr 26, 1984",2009-04-01,False
Gleison Tibau,25.0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",2009-04-01,False
Ricardo Almeida,32.0,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",2009-04-01,False
Tim Credeur,31.0,"6' 3""",185 lbs.,"75""",Orthodox,"Jul 09, 1977",2009-04-01,False
Rob Kimmons,28.0,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981",2009-04-01,False
Rampage Jackson,30.0,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",2009-03-07,False
Shane Carwin,34.0,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",2009-03-07,False
Matt Brown,28.0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",2009-03-07,False
Gray Maynard,29.0,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",2009-03-07,False
Kendall Grove,26.0,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2009-03-07,False
Jason Brilz,33.0,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",2009-03-07,False
Brandon Vera,31.0,"6' 3""",230 lbs.,"76""",Orthodox,"Oct 10, 1977",2009-03-07,False
Shane Nelson,24.0,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",2009-03-07,False
Diego Sanchez,27.0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2009-02-21,False
Dan Hardy,26.0,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",2009-02-21,False
Nate Marquardt,29.0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2009-02-21,False
Demian Maia,31.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2009-02-21,False
Paul Kelly,24.0,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",2009-02-21,False
Joe Lauzon,24.0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2009-02-07,False
Josh Neer,25.0,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",2009-02-07,False
Anthony Johnson,24.0,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",2009-02-07,False
Kurt Pellegrino,29.0,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",2009-02-07,False
Gleison Tibau,25.0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",2009-02-07,False
Matthew Riddle,23.0,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986",2009-02-07,False
Georges St-Pierre,27.0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",2009-01-31,True
Lyoto Machida,30.0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2009-01-31,False
Jon Jones,21.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2009-01-31,False
Clay Guida,27.0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2009-01-31,False
Jon Fitch,30.0,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978",2009-01-31,False
Thiago Tavares,24.0,"5' 7""",145 lbs.,"68""",Orthodox,"Nov 08, 1984",2009-01-31,False
Jake O'Brien,24.0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",2009-01-31,False
Dan Henderson,38.0,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2009-01-17,False
Mauricio Rua,27.0,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",2009-01-17,False
Rousimar Palhares,28.0,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",2009-01-17,False
Marcus Davis,35.0,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2009-01-17,False
Eric Schafer,31.0,"6' 3""",185 lbs.,"75""",Orthodox,"Sep 20, 1977",2009-01-17,False
Dennis Siver,30.0,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",2009-01-17,False
Rashad Evans,29.0,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2008-12-27,True
Frank Mir,29.0,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2008-12-27,True
CB Dollaway,25.0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",2008-12-27,False
Rampage Jackson,30.0,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",2008-12-27,False
Yushin Okami,27.0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2008-12-27,False
Matt Hamill,32.0,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",2008-12-27,False
Brad Blackburn,31.0,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",2008-12-27,False
Anthony Johnson,24.0,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",2008-12-13,False
Wilson Gouveia,30.0,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",2008-12-13,False
Josh Koscheck,31.0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",2008-12-10,False
Mike Swick,29.0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2008-12-10,False
Tim Credeur,31.0,"6' 3""",185 lbs.,"75""",Orthodox,"Jul 09, 1977",2008-12-10,False
Jim Miller,25.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2008-12-10,False
Luigi Fioravanti,27.0,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",2008-12-10,False
Steve Bruno,27.0,"5' 10""",170 lbs.,,Orthodox,"Nov 03, 1981",2008-12-10,False
Dale Hartt,29.0,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979",2008-12-10,False
Justin McCully,32.0,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",2008-12-10,False
Brock Lesnar,31.0,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2008-11-15,True
Kenny Florian,32.0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2008-11-15,False
Dustin Hazelett,22.0,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",2008-11-15,False
Demian Maia,31.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2008-11-15,False
Aaron Riley,27.0,"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",2008-11-15,False
Mark Bocek,27.0,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2008-11-15,False
Matt Brown,27.0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",2008-11-15,False
Anderson Silva,33.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2008-10-25,True
Thiago Alves,25.0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",2008-10-25,False
Gray Maynard,29.0,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",2008-10-25,False
Sean Sherk,35.0,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2008-10-25,False
Thales Leites,27.0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2008-10-25,False
Spencer Fisher,32.0,"5' 7""",155 lbs.,"70""",Southpaw,"May 09, 1976",2008-10-25,False
Hermes Franca,34.0,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",2008-10-25,False
Pete Sell,26.0,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2008-10-25,False
Michael Bisping,29.0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",2008-10-18,False
Keith Jardine,32.0,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",2008-10-18,False
Luiz Cane,27.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",2008-10-18,False
Chris Lytle,34.0,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",2008-10-18,False
Marcus Davis,35.0,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2008-10-18,False
David Bielkheden,29.0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",2008-10-18,False
Terry Etim,22.0,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2008-10-18,False
Per Eklund,30.0,"5' 10""",155 lbs.,"72""",Orthodox,,2008-10-18,False
Nate Diaz,23.0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",2008-09-17,False
Clay Guida,26.0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2008-09-17,False
Alan Belcher,24.0,"6' 2""",185 lbs.,"73""",Orthodox,"Apr 24, 1984",2008-09-17,False
Eric Schafer,30.0,"6' 3""",185 lbs.,"75""",Orthodox,"Sep 20, 1977",2008-09-17,False
Wilson Gouveia,29.0,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",2008-09-17,False
Joe Lauzon,24.0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2008-09-17,False
Rashad Evans,28.0,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2008-09-06,False
Rich Franklin,33.0,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 05, 1974",2008-09-06,False
Dan Henderson,38.0,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2008-09-06,False
Nate Marquardt,29.0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2008-09-06,False
Dong Hyun Kim,26.0,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2008-09-06,False
Kurt Pellegrino,29.0,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",2008-09-06,False
Jason MacDonald,33.0,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",2008-09-06,False
Ryo Chonan,31.0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976",2008-09-06,False
Georges St-Pierre,27.0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",2008-08-09,True
Brock Lesnar,31.0,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2008-08-09,False
Rob Emerson,27.0,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",2008-08-09,False
Kenny Florian,32.0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2008-08-09,False
Demian Maia,30.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2008-08-09,False
Tamdan McCrory,21.0,"6' 4""",185 lbs.,"78""",Switch,"Nov 05, 1986",2008-08-09,False
Anderson Silva,33.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2008-07-19,False
Frankie Edgar,26.0,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981",2008-07-19,False
Cain Velasquez,25.0,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",2008-07-19,False
Kevin Burns,28.0,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",2008-07-19,False
Forrest Griffin,29.0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",2008-07-05,True
Patrick Cote,28.0,"5' 11""",170 lbs.,"71""",Orthodox,"Feb 29, 1980",2008-07-05,False
Joe Stevenson,26.0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2008-07-05,False
Josh Koscheck,30.0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",2008-07-05,False
Tyson Griffin,24.0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",2008-07-05,False
Gabriel Gonzaga,29.0,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2008-07-05,False
